"business_id","name","address","city","state","postal_code","latitude","longitude","phone_number"
"PR0197318","BEST OF EUROPE DELICATESSEN, INC","41971 W 50TH ST","QUARTZ HILL","CA","93536","34.6453973223","-118.2184754951","661-943-0217"
"PR0197323","TACO BELL #4576","1914 W ROSECRANS AVE","COMPTON","CA","90220-1015","33.9027191683","-118.2527197684","310-632-0969"
"PR0197372","THE BICYCLE HOTEL & CASINO - BAKERY","888 BICYCLE CASINO DR","BELL GARDENS","CA","90201-4503","33.9657600000","-118.1614790000","562-806-4646"
"PR0197374","THE BICYCLE HOTEL & CASINO - TEAM CAFE","888 BICYCLE CASINO DR","BELL GARDENS","CA","90201-4503","33.9657600000","-118.1614790000","562-806-4646"
"PR0197390","EXCELLENT DONUTS","2157 W CENTURY BLVD","LOS ANGELES","CA","90047","33.9454884230","-118.3173888423","323-756-6813"
"PR0197408","CINNAHOLIC","2134 W SUNSET BLVD # E","LOS ANGELES","CA","90026","34.0773837155","-118.2647556706","323-844-3944"
"PR0197412","LOUISIANA FRIED CHICKEN","1334 W ROSECRANS AVE","GARDENA","CA","90247-2420","33.9018254311","-118.3000352624","310-324-8460"
"PR0197447","SPECTRA FOOD SERVICES AND HOSPITALITY - WINE BAR","1101 W MCKINLEY AVE","POMONA","CA","91768","34.0810503972","-117.7667174968","909-865-4121"
"PR0197459","CAPTAIN TONY'S PIZZA PASTA EMPORIUM","42741 45TH ST W # D","QUARTZ HILL","CA","93536","34.6599932084","-118.2101544044","661-722-1445"
"PR0197485","ALO YOGA COFFEE","370 CANON DR","BEVERLY HILLS","CA","90210","34.0703489414","-118.4005443684","310-295-1860"
"PR0197497","AMECI PIZZA KITCHEN- LA CRESCENTA","3800 FOOTHILL BLVD # C","GLENDALE","CA","91214","34.2377656153","-118.2619353650","818-249-0400"
"PR0197509","RAINBOW DONUTS AND ICE CREAM","10397 LONG BEACH BLVD","LYNWOOD","CA","90262","33.9396838769","-118.2144499834","818-633-3240"
"PR0197511","VILLAGE BAKERY","7534 LAUREL CYN","NORTH HOLLYWOOD","CA","91605","34.2079735809","-118.3964893032","818-922-5005"
"PR0197518","LE MACARON","1301 MONTANA AVE","SANTA MONICA","CA","90403","34.0316046972","-118.4959527577",""
"PR0197525","TULUMBA MAMA","1128 E BROADWAY AVE","GLENDALE","CA","91205","34.1461433376","-118.2399995961","818-308-5555"
"PR0197528","LA PIZZA #2","15037 ROSCOE BLVD","PANORAMA CITY","CA","91402-4512","34.2214805043","-118.4608115255","323-427-3749"
"PR0197561","YOGURT BEAR","1600 E HOLT BLVD # 033","POMONA","CA","91767","34.0630445450","-117.7188400640","626-327-1102"
"PR0197568","FRESHWAY PIZZA","10429 VENICE BLVD","LOS ANGELES","CA","90034","34.0200768804","-118.4047056915",""
"PR0197601","OLLE","984 S WESTERN AVE","LOS ANGELES","CA","90006","34.0531880851","-118.3090183831","213-703-7467"
"PR0197666","UNCLE PAULIE'S DELI","8369 BEVERLY BLV","LOS ANGELES","CA","90048","34.0760675043","-118.3724326363","917-658-5215"
"PR0197679","YESY'S BIONICOS","7617 GARVEY AVE","ROSEMEAD","CA","91770","34.0626750122","-118.1031772500","626-409-4650"
"PR0197705","SIPAN BAKERY","1250 W GLENOAKS BLVD","GLENDALE","CA","91201","34.1661065220","-118.2830748556","818-240-0699"
"PR0197711","MCCOY'S DONUTS","3053 RANCHO VISTA BLVD # F","PALMDALE","CA","93551","34.6021912704","-118.1857207248","661-236-1201"
"PR0197730","AUNTIE ANNE'S PRETZEL","3650 W MARTIN LUTHER KING JR. BLVD # K-1A","LOS ANGELES","CA","90008","34.0115397151","-118.3364274743","323-295-5698"
"PR0197756","ANGEL BAKERY & DELI","3944 PECK RD UNIT 9","EL MONTE","CA","91732","34.0770175898","-118.0212552401","626-350-5339"
"PR0197802","BLUE BOTTLE - PLAYA VISTA","12105 WATERFRONT DR # A","LOS ANGELES","CA","90094-2536","33.9816161738","-118.4064100190",""
"PR0197803","BACK YARD BOWLS","1317 7TH ST STE A","SANTA MONICA","CA","90401-1662","34.0196394641","-118.4933643704",""
"PR0197804","RICK'S PRODUCE MARKET","755 N VIRGIL AVE","LOS ANGELES","CA","90029","34.0849080000","-118.2868862040","626-991-5491"
"PR0197805","SAN MARINO CAFE AND MARKETPLACE","2507 MISSION ST","SAN MARINO","CA","91108","34.1163204605","-118.1391181347","818-967-7742"
"PR0197842","THE HEALTH WINNER","404 S FIGUEROA ST STE 401-A","LOS ANGELES","CA","90071","34.0529327840","-118.2564704843","860-712-9401"
"PR0197844","CRISPY & FLUFFED","10418 LOWER AZUSA RD","EL MONTE","CA","91731","34.0918084035","-118.0407569855","626-423-9462"
"PR0197877","DUNKIN DONUTS","1614 CRENSHAW BLVD","LOS ANGELES","CA","90019-6035","33.8324495029","-118.3285994014",""
"PR0197878","POKE CAFE","120 N BRAND BLVD","GLENDALE","CA","91203","34.1471972515","-118.2549307704","818-247-0707"
"PR0197903","MOCHA CAFE","695 S VERMONT AVE STE 106","LOS ANGELES","CA","90005-1349","34.0601033294","-118.2916651824","213-386-8612"
"PR0197906","IL ROMANISTA","829 N DOUGLAS ST","EL SEGUNDO","CA","90245","33.9276813439","-118.3832261717","310-847-0006"
"PR0197921","SWEETEA BAR","3033 W 6TH ST STE 107","LOS ANGELES","CA","90020-1543","34.0637344971","-118.2880526123","213-238-2100"
"PR0197961","YUKO SOUP BAR","125 W 5TH ST","LOS ANGELES","CA","90013","33.7729665004","-118.1930940000","818-400-9572"
"PR0197962","SUNNY CAFETERIA","1240 S MAIN ST STE 404","LOS ANGELES","CA","90015","34.0365587865","-118.2601487964","213-215-2438"
"PR0198001","JERSEY MIKE'S SUBS","13805 WHITTIER BLVD","WHITTIER","CA","90605","33.9601050999","-118.0272929721",""
"PR0198002","RIVERA'S JUICE BAR","11912 ROSECRANS AVE","NORWALK","CA","90650-4116","33.9021305323","-118.0792929133",""
"PR0198007","CAFE D.ER","17901 PIONEER BLVD STE L","ARTESIA","CA","90701-3952","33.8683461347","-118.0823565080",""
"PR0198008","CHILLIN TEA","7041 GREENLEAF AVE","WHITTIER","CA","90602-1305","33.9777990000","-118.0374156385",""
"PR0198010","LIFT COFFEE ROASTERS","6701 GREENLEAF AVE","WHITTIER","CA","90601-4110","33.9808105633","-118.0374379367",""
"PR0198011","BAGEL BOYS","18580 VIA PRENCESSA","SANTA CLARITA","CA","91387","34.4031598024","-118.4597092738","661-299-2243"
"PR0198012","GLAZE  DONUT","5827 S FIGUEROA ST","LOS ANGELES","CA","90003","33.9888957799","-118.2827166313","323-979-8266"
"PR0198037","RETROFIT","7624 SANTA MONICA BLVD","WEST HOLLYWOOD","CA","90046","34.0905070000","-118.3559410000","310-407-9352"
"PR0198047","SAM'S FRESH DONUTS","1506 W GLENOAKS","GLENDALE","CA","91201","34.1683170000","-118.2863160000","818-546-1300"
"PR0198048","LA MONEDA PANADERIA","11218 1/2 VANOWEN ST","NORTH HOLLYWOOD","CA","91606","34.1939540000","-118.3751970000","213-909-8721"
"PR0198052","CHOCOLATE BASH","10897 W PICO BLVD","LOS ANGELES","CA","90064-2114","34.0399060000","-118.4295490000",""
"PR0198058","STARBUCKS","1001 S OLIVE ST","LOS ANGELES","CA","90015","34.0421336600","-118.2597328374",""
"PR0198061","ALFRED COFFEE - BEVERLY HILLS","490 N BEVERLY DR","BEVERLY HILLS","CA","90210-4605","34.0715762057","-118.4034868654","424-335-0170"
"PR0198069","JERSEY MIKE'S SUBS","11901 W OLYMPIC BLVD","LOS ANGELES","CA","90064","34.0326675039","-118.4523302762",""
"PR0198070","EUROPEAN DELI AND BAKERY","722 S GRAND AVE","GLENDORA","CA","91740","34.1259928324","-117.8725482888","626-497-3489"
"PR0198079","JAMBA JUICE 398","4993 CANDLEWOOD ST","LAKEWOOD","CA","90712","33.8537504140","-118.1347160501","562-630-2705"
"PR0198108","VERY VERY RICE CAKE STUDIO","3959 WILSHIRE BLVD UNIT B5","LOS ANGELES","CA","90010-3315","34.0617265226","-118.3133025000","213-263-2022"
"PR0198117","DELI BROS CAFE","20301 VENTURA BLVD","WOODLAND HILLS","CA","91405","34.1694454369","-118.5752492534","747-444-9440"
"PR0198120","LITTLE CAESARS PIZZA","23350 LYONS AVE","NEWHALL","CA","91321","34.3795550913","-118.5421334907","661-222-2290"
"PR0198127","WOOL BEAN","21080 GOLDEN SPRINGS","DIAMOND BAR","CA","91789","33.9996098049","-117.8445068675","909-286-0288"
"PR0198131","LAS DELICIAS BAKERY II","5101 S FIGUEROA ST","LOS ANGELES","CA","90037-3347","33.9963120000","-118.2827471568","323-432-2016"
"PR0198135","GP BAKERY","9438 VALLEY BLVD","ROSEMEAD","CA","91770","34.0811003944","-118.0636697514","323-888-9878"
"PR0198137","ACTIV8 JUICE","822 S ROBERTSON BLVD","LOS ANGELES","CA","90035-1613","34.0619854716","-118.3835503104",""
"PR0198143","DESERT DELI","311 E AVENUE K-8 STE 125","LANCASTER","CA","93535","34.6750556094","-118.1244413676","661-940-5001"
"PR0198149","SPL. COFFEE","4059 W 3RD ST","LOS ANGELES","CA","90020-3130","34.0690740174","-118.3023401586","213-505-8107"
"PR0198184","CHAUMONT STREET","145 S BEVERLY DR","BEVERLY HILLS","CA","90212","34.0660566609","-118.3991794359","424-335-0622"
"PR0198201","PIZZA MAN 8","5101 W SUNSET BLVD","LOS ANGELES","CA","90027","34.0981475115","-118.3007205000","323-665-4141"
"PR0198253","CLOVERLEAF COFFEE AND BAKERY","9475 LAS TUNAS DR","TEMPLE CITY","CA","91780","34.1062702784","-118.0639959251","626-692-1436"
"PR0198254","CAFE BUNA","5601 W SLAUSON AVE # 171","CULVER CITY","CA","90230","33.9890035127","-118.3794330045","213-703-2483"
"PR0198255","TEAPOT BAKERY & CAFE","1427 W GLENOAKS BLVD","GLENDALE","CA","91201","34.1681596120","-118.2854354003","818-235-6320"
"PR0198319","TARGET STORE  T-3217 - STARBUCKS","3131 S HOOVER ST # 9-A","LOS ANGELES","CA","90089-8500","34.0266090008","-118.2840289363",""
"PR0198339","DOMINO'S PIZZA #7879","8522 WHITTIER BLVD","PICO RIVERA","CA","90660","34.0040257945","-118.0902587192","562-692-9591"
"PR0198405","BARISTA SOCIETY","300 S GRAND AVE LP 155","LOS ANGELES","CA","90071-3109","34.0525552528","-118.2515792798","213-330-5772"
"PR0198426","SPUDNUTS DONUTS","10244 RESEDA BLVD","NORTHRIDGE","CA","91324","34.2566974427","-118.5360355658","818-839-1176"
"PR0198436","GOOD DAY DONUTS","8245 SEPULVEDA BLVD","PANORAMA CITY","CA","91402","34.2208361499","-118.4677471661","818-893-0251"
"PR0198438","SABORES MICHOACAN","13233 GLADSTONE AVE","SYLMAR","CA","91342","34.3113598997","-118.4290815905",""
"PR0198450","MARY'S LITTLE HOUSE COFFEE","130 W STOCKER ST","GLENDALE","CA","91202","34.1636094227","-118.2556317959","818-242-1958"
"PR0198451","THE SHAVE SHACK & MI CHOACANA LOCA","2085 S ATLANTIC BLVD STE J","MONTEREY PARK","CA","91754","34.0399990000","-118.1432090000","323-318-2611"
"PR0198553","SUGAR DAYNE","308 PIER AVE","HERMOSA BEACH","CA","90254","33.8637823494","-118.3983089260",""
"PR0198554","DOMINO'S PIZZA","14712 WHITTIER BLVD","WHITTIER","CA","90605","33.9509701475","-118.0112255656","562-522-2583"
"PR0198575","WETZELS PRETZELS","1000 UNIVERSAL STUDIOS BLVD STE H102","UNIVERSAL CITY","CA","91608","34.1355012252","-118.3513847979","818-505-9900"
"PR0198597","FRIZA FROZEN YOGURT","2533 PACIFIC COAST HWY # 101","TORRANCE","CA","90505","33.7905521522","-118.3309872805",""
"PR0198598","LA COLOMBE","9606 SANTA MONICA BLVD","BEVERLY HILLS","CA","90210","34.0696399361","-118.4057063917","310-225-0982"
"PR0198622","PINKBERRY","4708 1/2 ADMIRALTY WAY # A3","MARINA DEL REY","CA","90292","33.9796602656","-118.4399231592","310-827-3900"
"PR0198635","VS DONUTS CROISSANTS, INC.","10959 FIRESTONE BLVD","NORWALK","CA","90650","33.9225684228","-118.0998751622","562-651-1190"
"PR0198691","COFFEE FOR SASQUATCH","7020 MELROSE AVE","LOS ANGELES","CA","90038","34.0834145467","-118.3435331431",""
"PR0198714","MISS DONUTS","2082 BONITA AVE","LA VERNE","CA","91750","34.1015078531","-117.7700562049","626-589-3629"
"PR0198723","MR. FLUFFY HEAD","215 W 7TH ST","LOS ANGELES","CA","90014","34.0447358124","-118.2525664726",""
"PR0198724","PARADIS ICE CREAM","14512 VENTURA BLVD","SHERMAN OAKS","CA","91403","34.1509617471","-118.4491558442","818-963-3224"
"PR0198738","RED OVEN BAKETY","4626 W ADAMS BLVD","LOS ANGELES","CA","90018","34.0324901867","-118.3411436950","818-923-2644"
"PR0198741","SURF CITY SQUEEZE","3650 W MARTIN LUTHER KING # 150","LOS ANGELES","CA","90008","34.0115397151","-118.3364274743","949-784-9600"
"PR0198826","SMALL BATCH ICE CREAM","12222 VENICE BLVD","LOS ANGELES","CA","90066","34.0044148099","-118.4319393071","310-666-1159"
"PR0198846","LA FAMOSITA BAKERY","5116 S CENTRAL AVE","LOS ANGELES","CA","90011-4714","33.9965456681","-118.2564145634","323-331-1299"
"PR0198869","RASPADOS","1600 E HOLT BLVD # J33","POMONA","CA","91767","34.0630445450","-117.7188400640","909-641-6222"
"PR0198870","THE BAGELRY-COVINA","239 E ROWLAND ST","COVINA","CA","91723","34.0790779538","-117.8869082201","626-343-9995"
"PR0198891","TUTTI FRUTTI","251 STONEWOOD ST # K-16","DOWNEY","CA","90241","33.9371822839","-118.1225296656","310-266-8674"
"PR0198915","A' BLOC BICYCLE CAFE","5025 E YORK BLVD","LOS ANGELES","CA","90042","34.1213121180","-118.2059250407","310-340-9999"
"PR0198926","PITA CORNER BAKERY","523 S GLENDORA AVE","GLENDORA","CA","91740","34.1297616764","-117.8638515324","626-335-5517"
"PR0198932","ELLA'S JUS & DELIGHTS","16045 SHERMAN WAY # K","VAN NUYS","CA","91406","34.2012594533","-118.4827815000",""
"PR0198947","PARAN POONG CHA BAKERY","15200 S WESTERN AVE","GARDENA","CA","90249","33.8933953766","-118.3091050624","310-515-8280"
"PR0198948","BEARD PAPA","1620 W REDONDO BEACH BLVD STE D116","GARDENA","CA","90247","33.8895489769","-118.3057002230","310-538-2909"
"PR0198969","CHICK-FIL-A","10250 SANTA MONICA BLVD STE FC4","LOS ANGELES","CA","90067","34.0600356048","-118.4198866245","562-755-5092"
"PR0198970","MOCHA CITY","4221 WILSHIRE BLVD # 190","LOS ANGELES","CA","90010","34.0617645121","-118.3207016107","323-934-6425"
"PR0198994","CHEVY CHASE COUNTRY CLUB - POOL BAR","3067 E CHEVY CHASE DR ","GLENDALE","CA","91206","34.1719069070","-118.2033591851","818-246-5566"
"PR0198997","GROUNDWORK COFFEE 365 PICO","2121 CLOVERFIELD BLVD","SANTA MONICA","CA","90404-5226","34.0220229668","-118.4662119634",""
"PR0198999","WETZEL'S PRETZELS","6600 TOPANGA CYN # 9004","CANOGA PARK","CA","91303","34.1911230766","-118.6058667664","310-702-3700"
"PR0199031","LA MICHOACANA HELADOS Y PALETAS","23762 NEWHALL AVE","SANTA CLARITA","CA","91321-3125","34.3713441610","-118.5155595929","719-660-2709"
"PR0199034","GONG CHA CAFE - LITTLE TOKYO","318 E 2ND ST STE A","LOS ANGELES","CA","90012","34.0488960783","-118.2411963270","661-309-7266"
"PR0199036","PBJ.LA","317 S BROADWAY # C-11","LOS ANGELES","CA","90013","33.8372013250","-118.3866844637","213-628-3410"
"PR0199084","CAFE BORA CMP INC","450 S WESTERN AVE 3FL #308","LOS ANGELES","CA","90020","34.0657650000","-118.3090707915","213-252-8700"
"PR0199086","STARBUCKS COFFEE #25043","3201 S HOOVER ST","LOS ANGELES","CA","90007-3555","34.0263270000","-118.2840289363",""
"PR0199089","YAQUI RASPADOS & CREPE","14150 VAN NUYS BLVD STE 102","ARLETA","CA","91331","34.2517165373","-118.4417656888","818-485-5068"
"PR0199092","FATAMORGANA","12021 VENTURA BLVD","STUDIO CITY","CA","91604","34.1436874277","-118.3941125044",""
"PR0199099","OLDE TYME ICE CREAM SEASONAL","1101 MCKINLEY AVE BLD 4","POMONA","CA","91768","34.0810963815","-117.7667430614","951-288-9808"
"PR0199183","CALITA CAFE","19745 E COLIMA RD STE 2","ROWLAND HEIGHTS","CA","91748","33.9864198719","-117.8707547133","909-594-8335"
"PR0199260","SPRING FOR COFFEE","548 S SPRING ST # 106","LOS ANGELES","CA","90013","34.0461565476","-118.2507712252","818-631-4579"
"PR0199307","SQUIZ UP","6600 TOPANGA CANYON BLVD KIOS 9218","CANOGA PARK","CA","91303","34.1911230766","-118.6058667664","213-304-6767"
"PR0199323","LULU'S BAKERY #3 INC","4201 TWEEDY BLVD","SOUTH GATE","CA","90280","33.9433354421","-118.1974493505","323-249-6011"
"PR0199330","TALIZA COFFEE","13217 ROSECRANS AVE","SANTA FE SPRINGS","CA","90670","33.9025172026","-118.0493969577","174-331-4633"
"PR0199344","CREAMISTRY DOWNEY","11146 DOWNEY AVE","DOWNEY","CA","90241-3713","33.9403573949","-118.1328645084","323-997-1684"
"PR0199346","CAFE GLACE","1441 WESTWOOD BLVD # A","LOS ANGELES","CA","90024","34.0545539450","-118.4411732411","310-478-8080"
"PR0199366","7 LEAVES CAFE","151 N GARFIELD AVE","ALHAMBRA","CA","90801","34.0966770988","-118.1279587085","714-717-0995"
"PR0199368","SUNMERRY BAKERY","500 N ATLANTIC BLVD #112","MONTEREY PARK","CA","91754","34.0681865651","-118.1343283059","626-656-6557"
"PR0199369","KUNG FU TEA","18300 GRIDLEY RD # D-2","ARTESIA","CA","90701","33.8655106042","-118.0909322492","562-403-8848"
"PR0199394","REVIVE @ UCLA","10833 LE CONTE AVE","LOS ANGELES","CA","90024","34.0637265310","-118.4440402392","830-385-4477"
"PR0199396","WETZEL'S PRETZELS","1600 S AZUSA AVE # 170","INDUSTRY","CA","91748","33.9934446139","-117.9314184615","626-810-3404"
"PR0199411","TUTTI FRUTTI","12902 FOOTHILL BLVD UNIT C","SYLMAR","CA","91331","34.2937010782","-118.4154521438","818-336-6940"
"PR0199428","THE BEST OF LA MICHOACANA ICE CREAM","7014 SANTA FE AVE","HUNTINGTON PARK","CA","90255","33.9753154707","-118.2302335632","626-532-0072"
"PR0199429","L.A. SOCIAL CAFE","933 S SUNSET AVE STE 100","WEST COVINA","CA","91790","34.0643150790","-117.9431678936","213-305-4476"
"PR0199434","MIRACLE BAKERY","1529 N SAN FERNANDO BLVD","BURBANK","CA","91504","34.1912276346","-118.3230288170","323-404-0140"
"PR0199460","EL QUETZAL BAKERY","830 S VERMONT AVE","LOS ANGELES","CA","90005","34.0570496410","-118.2915904194","213-388-5931"
"PR0199480","SNOW MONSTER","1000 UNIVERSAL CITY PLZ # 143","UNIVERSAL CITY","CA","91608","34.1362345171","-118.3514925513","714-489-7729"
"PR0199482","US DONUTS & SANDWICHES","429 S AZUSA AVE","LA PUENTE","CA","91744","34.0135307420","-117.9229422319","626-757-2341"
"PR0199490","DONUTS GALORE","1112 VIA VERDE DR","SAN DIMAS","CA","91773","34.0738043200","-117.8291117883","909-599-3848"
"PR0199505","GREEN WHEATFIELD BAKERY","526 E VALLEY BLVD # A & B","SAN GABRIEL","CA","91776","34.0799964957","-118.0936405269","818-963-0391"
"PR0199528","PINKS HOT DOGS","1101 W MCKINLEY SPC 4015","POMONA","CA","91768","34.0810963815","-117.7667430614","951-830-3280"
"PR0199540","T TO TEA","921 S BALDWIN AVE STE E","ARCADIA","CA","91007-1301","34.1292792048","-118.0547636163","626-532-5419"
"PR0199542","MAMMA'S JUICERY","706 S MYRTLE AVE STE A","MONROVIA","CA","91016","34.1446612448","-118.0008789654","323-243-5794"
"PR0199549","MATEO'S ICE CREAM & FRUIT BARS","11551 SANTA MONICA BLVD # RS1","LOS ANGELES","CA","90025","34.0449936165","-118.4533149173","424-402-8038"
"PR0199567","BIG MAMA'S & PAPA'S PIZZERIA","7802 FOOTHILL BLVD STE H","SUNLAND","CA","91040","34.2591025615","-118.3027592606","818-352-8777"
"PR0199569","ANTOJITOS MARTIN","310 E FLORENCE AVE","INGLEWOOD","CA","90301","33.9668914310","-118.3511810349","310-680-9554"
"PR0199571","LA MICHOACANA ICE CREAM","8614 VAN NUYS BLVD # C","PANORAMA CITY","CA","91402","34.2266350933","-118.4495383921","818-926-1321"
"PR0199593","EARL OF SANDWICH","350 S GRAND AVE STE D5","LOS ANGELES","CA","90071-3461","34.0519023616","-118.2521905993","310-345-7917"
"PR0199594","THE PIE TIN","26555 GOLDEN VALLEY RD","SANTA CLARITA","CA","91350","34.4181782522","-118.5027428244","661-222-2370"
"PR0199620","COMMUNITY OUTREACH CENTER-RESTAURANT","11350 SATICOY ST","SUN VALLEY","CA","91352","34.2084354957","-118.3786325255","818-915-4812"
"PR0199623","MINI SNACK","245 E 5TH ST # 9","LOS ANGELES","CA","90013","34.0452030894","-118.2462039756","213-623-0025"
"PR0199660","CAFECITO PURA VIDA","306 W 2ND ST","LOS ANGELES","CA","90012-3501","34.0524299476","-118.2468528153","626-898-2230"
"PR0199662","SUNLIFE ORGANICS","929 W JEFFERSON BLVD STE 1640","LOS ANGELES","CA","90089-1640","34.0247119445","-118.2859426552",""
"PR0199669","RAPHA RACING","1347 4TH ST","SANTA MONICA","CA","90401","34.0169764730","-118.4957465664","503-203-3087"
"PR0199750","YUMMY MONSTER","3128 W 8TH ST","LOS ANGELES","CA","90005","34.0576679917","-118.2953234917","646-753-3974"
"PR0199751","JUICE N FRUIT","3025 S VERMONT AVE","LOS ANGELES","CA","90007","34.0269930000","-118.2915766968","626-380-6801"
"PR0199752","DANCY ICE CREAM","11688 SOUTH ST # 103","ARTESIA","CA","90701","33.8583811524","-118.0847828032",""
"PR0199753","FRESHII","19500 PLUMMER ST","NORTHRIDGE","CA","91324","34.2426954939","-118.5591134234","818-921-5363"
"PR0199757","JAMBA JUICE #1558","21213 HAWTHORNE BLVD STE C","TORRANCE","CA","90503","33.8371375094","-118.3537226761","310-316-3923"
"PR0199760","WIENERSCHNITZEL #831","13543 FLORENCE AVE","WHITTIER","CA","90605-3425","33.9367702271","-118.0427716728","714-660-9258"
"PR0199777","BOTANAS ALGO FLASH","6309 PACIFIC BLVD","HUNTINGTON PARK","CA","90255-4101","33.9832564367","-118.2252499367","323-929-9710"
"PR0199779","DOLCINI CAFFE ESPRESSO","865 S FIGUEROA ST","LOS ANGELES","CA","90017","34.0464580581","-118.2626549267","213-622-0140"
"PR0199788","FUNCOLO RESTAURANT","724 S SPRING ST STE 106","LOS ANGELES","CA","90014","34.0438517435","-118.2528621945",""
"PR0199819","GELATERIA ULI","8044 W 3RD ST","LOS ANGELES","CA","90048","34.0720286561","-118.3653352034","323-337-2036"
"PR0199914","NEKTER JUICE BAR","14006 RIVERSIDE DR STE 122","SHERMAN OAKS","CA","91423","34.1575409106","-118.4387165861",""
"PR0199945","SMART & FINAL EXTRA! - BAKERY","3830 W VERDUGO AVE","BURBANK","CA","91505","34.1605528187","-118.3449029834","818-954-8631"
"PR0199948","HOLIDAY INN WLA - THE ATRIUM","11250 SANTA MONICA BLVD ","LOS ANGELES","CA","90025-3156","34.0466085294","-118.4473635130","310-478-1400"
"PR0200030","PINKBERRY","8850 TAMPA AVE STE 101","NORTHRIDGE","CA","91324","34.2312480000","-118.5535182771","818-885-0021"
"PR0200037","YUMMY CUSTOM CAKES","1107 S GLENDALE AVE # A","GLENDALE","CA","91205","34.1331834732","-118.2521010015","916-531-7372"
"PR0200042","WIENERSCHNITZEL #114","3619 W OLYMPIC BLVD","LOS ANGELES","CA","90019-2028","34.0529735784","-118.3182933045","323-643-4225"
"PR0200057","CASA DE CAFE BAKARY","10310 HAWTHORNE BLVD","INGLEWOOD","CA","90304-1510","33.9423249817","-118.3525198870","323-973-6257"
"PR0200058","DONUT STAR","1110 N GAFFEY ST STE A","SAN PEDRO","CA","90731","33.7541580000","-118.2922409780","310-831-3739"
"PR0200059","DONUT STAR","29050 S WESTERN AVE STE 134","RANCHO PALOS VERDES","CA","90275","33.7546576403","-118.3092139950","310-519-7970"
"PR0200062","2ND HEALTHY EATERY","16203 CLARK AVE","BELLFLOWER","CA","90706","33.8869831435","-118.1340245619","562-521-3536"
"PR0200069","TOMATILLO EXPRESS MEXICAN GRILL","28103 HAWTHORNE BLVD","RANCHO PALOS VERDES","CA","90275","33.7789832667","-118.3914971019","310-415-0373"
"PR0200070","KATALINA'S PASTRIES & BIONICOS","2624 1/2 SATURN AVE","HUNTINGTON PARK","CA","90255-4130","33.9768390571","-118.2245242500","562-650-7027"
"PR0200083","MILK+T, INC","200 S SAN PEDRO ST UNIT 310","LOS ANGELES","CA","90012","34.0488316733","-118.2418997552",""
"PR0200085","CHOP STOP VALENCIA","27015 MCBEAN PKWY","VALENCIA","CA","91355-5145","34.4207875270","-118.5628894326","661-222-2337"
"PR0200087","SMAFFEE","3600 W OLYMPIC BLVD # 104","LOS ANGELES","CA","90019","34.0527835126","-118.3178805236",""
"PR0200088","COLD ROLLED ICE CREAM CO","7266 MELROSE AVE","LOS ANGELES","CA","90046","34.0835055212","-118.3480429191",""
"PR0200105","ROYAL DONUTS & MORE","11138 PALMS BLVD","LOS ANGELES","CA","90034","34.0192865341","-118.4219515934","310-390-0840"
"PR0200133","RUNNING CHICKS","141 N ATLANTIC BLVD # 105","MONTEREY PARK","CA","91754-1537","34.0632667585","-118.1343274360","626-281-1128"
"PR0200134","HI TEA","141 N ATLANTIC BLVD # 107","MONTEREY PARK","CA","91754","34.0632667585","-118.1343274360","62654152288"
"PR0200219","DONUTS DONUTS","12544 SOUTH ST","CERRITOS","CA","90703","33.8584387746","-118.0642887562","562-860-7143"
"PR0200239","GOURMET A GO GO YMCA CAFE","1930 FOOTHILL BLVD","LA CANADA FLINTRIDGE","CA","91011","34.2130006783","-118.2182675926","818-331-2002"
"PR0200257","WETZEL'S PRETZELS","239 LOS CERRITOS MALL KIOS 9030","CERRITOS","CA","90703","33.8632914733","-118.0930159702","562-468-1161"
"PR0200261","YOGURTLAND BALDWIN HILLS","3939 CRENSHAW BLVD STE C","LOS ANGELES","CA","90008-2541","34.0132281246","-118.3351686684",""
"PR0200275","HUMMUS REPUBLIC","8320 W 3RD ST","LOS ANGELES","CA","90048","34.0727216561","-118.3707262034","323-272-3926"
"PR0200280","JAMBA JUICE","17501 COLIMA RD # B","INDUSTRY","CA","91748","33.9906043922","-117.9245211792","626-435-1475"
"PR0200298","SURFRIDER BEACH CLUB BREAKFAST","23033 PACIFIC COAST HWY","MALIBU","CA","90265","34.0369079695","-118.6777468420",""
"PR0200306","PINKBERRY","21157 HAWTHORNE BLVD","TORRANCE","CA","90503-4615","33.8379505562","-118.3538422402","714-249-8853"
"PR0200338","AZUSA DONUTS","621 E ARROW HWY","AZUSA","CA","91702","34.1068380481","-117.8985030481","626-966-5736"
"PR0200345","CREPE AVE","222 N GLENDORA AVE","GLENDORA","CA","91741","34.1391690000","-117.8654267593","626-691-6637"
"PR0200364","SC BAKERY AND PIZZA","13318 VICTORY BLVD","VAN NUYS","CA","91401","34.1866108869","-118.4234821131","818-909-9004"
"PR0200382","DO&CO LOS ANGELES, INC. -  EMPLOYEE IN PLANT FEEDING","4000 REDONDO BEACH AVE","REDONDO BEACH","CA","90278","33.8917972004","-118.3700568974","786-554-0219"
"PR0200384","THE HARVEST BAR 2","8601 LINCOLN BLVD STE 190","LOS ANGELES","CA","90045-3554","33.9596294409","-118.4191766927","818-618-4288"
"PR0200390","MARISSA'S CAKES","12802 PARAMOUNT BLVD","DOWNEY","CA","90242","33.9212006768","-118.1540007406","562-415-3963"
